小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
芳城园(二区),68568,丰台 方庄,蒲芳路,多层|高层,0.50元/平米/月,商品房住宅,2.00,508户,30%,1996年,地面停车位200个，地下停车位500个,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司,116.43863892772227,39.87322606558408
蒲黄榆五巷,60175,丰台 蒲黄榆,蒲黄榆五巷,多层,0.60元/平米/月,商品房住宅,1.68,890户,30%,1982年,地上停车位,"上海芝阁信息科技服务有限公司,上海窗钩厂",天鸿物业管理有限公司,116.4133836971231,39.910924547299565
芳星园一区,72038,丰台 方庄,芳星路,高层,1.70元/平米/月,商品房住宅,3.40,1200户,30%,1994年,充足，150元/车位/月,上海映巷集团,北京方庄鸿鹄物业管理公司,116.43982406218159,39.86875031852953
芳群园二区,71359,丰台 方庄,芳古路,高层,1.80元/平米/月,商品房住宅,2.83,1775户,30%,1989年,150元/车位/月,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司第二分公司,116.4347710038574,39.86868607949376
鼓楼东区,28106,密云 密云城区,新中街,多层,0.56元/平米/月,商品房住宅,2.10,1305户,10%,1995年,50元/月,"第四建筑设计部,申万宏源研究",业主自管,116.85576745060274,40.38378640293734
西山国际城,68421,海淀 田村,阜石路甲69号,多层,4.20元/平米/月,商业,1.38,1468户,33%,2011年,地上停车位数量：500个、150元/月，地下停车位数量：1000个，300/月 目前正在建设中,上海安亭经济发展中心,北京昌泽物业管理有限公司,116.23583325375375,39.933046002802584
上元君庭,76148,朝阳 媒体村,安立路28号,多层|高层,2.70元/平米/月,商品房住宅,2.60,906户,30%,2004年,人车分流，A区车位254个，B地车位1:1，C区车位1:0.7，出售：20-25万/个，出租：地上150元/月，地下500元/月。,上海超群房地产开发有限公司,北京燕侨物业管理有限公司,116.4190821879562,40.03160233298801
珠江帝景(B区),87706,朝阳 大望路,"大郊亭中街,近西大望路",高层,3.97元/平米/月,商品房住宅,2.89,暂无数据,37%,2004年,暂无数据,金百亿物业管理有限公司,康景物业管理集团物业管理公司,116.48689033022413,39.89590505328183
北清创意园,18181,昌平 龙泽,生命园东环路,多层,4.50元/平米/月,办公,0.00,暂无数据,50%,2009年,暂无数据,博济物业管理有限公司,北京中实杰肯道夫物业管理有限公司,116.38685168244496,39.75646660807631
牡丹园东里,102689,海淀 牡丹园,北土城路,多层|高层,0.68元/平米/月,商品房住宅,1.33,1772户,30%,2015年,停车位是120元/月,上海显贵物业管理有限公司,北京海淀区志新物业管理公司,116.40450520478468,39.984943888839986
万泉新新家园,136610,海淀 万柳,巴沟南路35号,多层,3.00元/平米/月,商品房住宅,1.75,1300户,40%,2000年,小区人车分流，每个房子都有地下停车位，单买的话大概50万左右。,北京万泉花园物业开发有限公司,万通物业管理有限公司,116.30557499863191,39.97771203753077
建欣苑一里,54293,丰台 大红门,大红门西路,多层|高层,0.55元/平米/月,商品房住宅,3.00,702户,30%,2002年,充足,"上海欧良电子科技公司,盛世饮用水有限公司",建苑园物业公司,116.40457617091997,39.84953280584563
莲香园,65038,丰台 六里桥,六里桥北里16号,高层,1.76元/平米/月,商品房住宅,3.15,1700户,40%,1999年,150元/车位/月 地下450元/月,华凯投资集团有限公司,北京瑞思特物业管理有限公司,116.3079825472292,39.89433969605549
劲松西社区(劲松八区),60937,朝阳 劲松,劲松路,多层,0.50元/平米/月,商品房住宅,1.90,1988户,30%,2000年,暂无数据,"阿克苏若贝尔,古驰贸易有限公司",朝阳区房屋管理局第一管理所,116.4780842413098,39.887337149510756
和平街东里,35175,昌平 昌平县城,鼓楼北街,多层,0.65元/平米/月,商品房住宅,1.40,9853户,35%,1996年,每户一个,上海智多信知识产权服务公司,居民自管委,116.23984161331221,40.2333082074263
盛今大厦,60776,丰台 六里桥,莲宝路1号,高层,2.00元/平米/月,商品房住宅,1.33,暂无数据,35%,2001年,暂无数据,上海锦森物业管理有限公司,北京中视盛元物业有限公司,116.30713409767503,39.89523918231763
顶秀金瑞家园,41612,丰台 宋家庄,南顶路,多层,2.30元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2013年,暂无数据,锦能物业管理有限公司,北京鸿路泽物业管理有限公司,116.43847732256101,39.84597918243023
卡夫卡公社,52500,朝阳 常营,朝阳北路,小高层,2.98元/平米/月,办公,1.90,200户,30%,2010年,小区内有地下停车场，月租金300元。 靠近电梯口的现价360元左右,上海国际设计物业管理有限公司,北京鹏翔物业有限公司,116.5805713779599,39.928818611366694
德顺园,46795,海淀 四季青,燕桥金路,多层,1.00元/平米/月,动迁配套房,0.00,108户,31%,2006年,1200一年,青远房地产开发有限公司,青远物业,116.26297393778782,39.96000679677372
盛今大厦,60776,丰台 六里桥,莲宝路1号,高层,2.00元/平米/月,商品房住宅,1.33,暂无数据,35%,2001年,暂无数据,上海锦森物业管理有限公司,北京中视盛元物业有限公司,116.30713409767503,39.89523918231763
政馨园二区,52981,丰台 宋家庄,横一条,高层,1.26元/平米/月,商品房住宅,3.50,500户,20%,2003年,150,上海国际汽车城发展有限公司,天泰物业管理公司,116.4390234923111,39.85308783633847
大秤钩胡同小区,93000,西城 西单,大秤钩胡同,多层,0.30元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.4205602598423,39.92860144255692
盛德紫阙,106285,东城 安定门,安定门外大街86号,高层,8.00元/平米/月,商品房住宅,2.50,5000户,17%,2014年,充足,北京杰宝房地产开发有限责任公司,北京盛德恒通物业服务有限公司,116.41546596929523,39.96487905364154
翠竹新村,26000,顺义 天竺,花园西街,多层|小高层|高层,1.50元/平米/月,商品房住宅,3.10,暂无数据,40%,2000年,暂无数据,天竺房地产,天竺翠竹新村物业,116.57027697647665,40.06115309552208
西大望路65号院,52763,朝阳 双井,西大望路65号,多层|高层,0.00元/平米/月,商品房住宅,3.00,144户,25%,1999年,600元|月,合生创展,康景物业管理集团物业管理公司,116.48521481078691,39.920457110890965
永旺家园(四区),37071,海淀 西北旺,永丰路,高层,2.38元/平米/月,商品房住宅动迁配套房,0.00,暂无数据,暂无数据,2014年,暂无数据,贵阳东方房地产开发有限责任公司,北京盛智丰苑物业有限公司,116.2630168767912,40.072929866838635
兴华东里,0,大兴 兴丰大街,富强路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.34174257507465,39.74161177920552
兴盛街187号院,43051,大兴 黄村,兴盛街187号,小高层|高层,1.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2014年,暂无数据,暂无数据,北京大兴城建开发管理二公司,116.32283072883418,39.761082760572485
天通苑西二区,40781,昌平 天通苑,立汤路,多层,1.25元/平米/月,经济适用房,1.10,5760户,30%,2015年,地上停车位150元/月 地下停车180元/月,北京顺天通房地产开发有限公司,北京顺天通物业管理公司,116.41350901074175,40.10863904478827
美然动力街区A2区,54592,朝阳 定福庄,朝阳北路,多层|小高层|高层,1.50元/平米/月,商品房住宅,1.60,1800户,30%,2003年,地上150元/月、地下300元/月,上海欣广物业管理有限公司,北京昆和物业管理有限公司,116.56489711460793,39.92903951421424
珠江峰景,57849,丰台 青塔,青塔西路58号,多层|小高层|高层,1.98元/平米/月,商品房住宅,2.40,3600户,35%,2006年,地下车位400元/位·月，4600元/位·年，地上车位150元/位·月、产权车位20万,北京东方恒嘉房地产开发有限公司,北京康景物业管理有限公司,116.2726510237246,39.88530777652839
天通苑西三区,36955,昌平 天通苑,立汤路,多层|高层,1.25元/平米/月,经济适用房,3.50,2600户,30%,2015年,地上150/月，地下车库180元,北京顺天通房地产开发有限公司,北京顺天通物业管理公司,116.41350901074175,40.10863904478827
清水园,56355,昌平 立水桥,立军路,小高层,0.65元/平米/月,商品房住宅,2.00,900户,41%,1998年,暂无停车费,北京大通房地产开发有限公司,北京兴中建物业管理有限公司,116.4069607228962,40.05478174313985
科源社区,117364,海淀 中关村,中关村北一街,多层,0.55元/平米/月,商品房住宅,1.60,1200户,30%,1980年,2000个,北京中科院,科住物业管理有限责任公司,116.32608097783037,39.99327305506809
高家园社区(二区),62404,朝阳 酒仙桥,芳园西路,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,30%,1985年,暂无数据,暂无数据,单位自管,116.49157499345866,39.984428089096156
保利嘉园3号院,54716,朝阳 常营,常营中路3号,小高层|高层,1.90元/平米/月,商品房住宅,2.47,4199户,35%,2010年,200/位·月,庆扬贸易有限公司,保利物业管理(北京)有限公司,116.61216388444029,39.93660524502227
瑞祥里西区,44453,朝阳 管庄,"瑞祥路,近朝阳路",多层|小高层,1.15元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京顺长物业管理有限公司,116.61705857150307,39.91595410400912
华威北里,64614,朝阳 潘家园,劲松南路,多层|小高层,0.50元/平米/月,商品房住宅,2.20,2400户,30%,1996年,租价200元/月、323个,无,北京双吉安物业管理有限公司,116.46481492146918,39.88430725481634
古城街道燕山水泥厂社区,39733,石景山 古城,京原路68号,多层,0.00元/平米/月,商品房住宅单位集体自建房,1.30,暂无数据,30%,1966年,暂无数据,燕山水泥厂房产开发公司,社区物业,116.1857689809022,39.899385079595824
金隅泰和园,43592,朝阳 朝青板块,高井北街7号,高层,0.50元/平米/月,经济适用房,2.80,2483户,暂无数据,2014年,地上：382 地下：383,"上海塘头建材有限公司,中企物业管理有限公司",-,116.53798208491799,39.92659951456461
大山子北里,53142,朝阳 大山子,酒仙侨路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1957年,暂无数据,暂无数据,无,116.49385902504832,39.99009310205211
圣景苑,24219,房山 良乡,良乡京石高速,多层,0.50元/平米/月,商品房住宅,1.30,1526户,30%,2004年,充足,暂未获知,济宁圣祥物业,116.31226126620378,39.88925560009942
中关村东路106号院,89913,海淀 中关村,中关村东路106号,多层,1.40元/平米/月,商品房住宅,1.90,暂无数据,30%,1996年,暂无数据,无,北京中航物业管理公司,116.73344420117299,40.13551115124364
关东店北街小区,84073,朝阳 东大桥,关东店北街,多层|高层,0.95元/平米/月,商品房住宅,1.60,暂无数据,30%,1980年,暂无数据,北京万置房地产开发有限公司,第一太平戴维斯物业顾问(北京)有限公司,116.4662090017901,39.92827907700174
蓝河湾,27413,密云 密云周边,水源路,多层|小高层,0.96元/平米/月,商品房住宅,1.00,287户,50%,2012年,地上150元/月,北京首都机场房地产埃利生房地产有限公司,江苏新能源物业公司,116.84642695974053,40.36544028793584
中海御景春天,53501,丰台 科技园区,丰葆路98号,多层,2.50元/平米/月,商品房住宅,1.24,暂无数据,30%,2011年,暂无数据,北京中海豪景房地产开发有限公司,北京中海物业管理有限公司,116.29753246940108,39.82256702877608
首钢苹一区居民区(苹果园一区),49600,石景山 苹果园,苹果园南路,多层,1.60元/平米/月,商品房住宅,1.10,890户,22%,1985年,免费停车,上海冠图企业管理有限公司,首钢物业管理公司,116.19581697718407,39.93525264845817
中关园,27757,海淀 北京大学,成府路,多层,2.90元/平米/月,商品房住宅,1.20,500户,20%,1983年,停车位380个，出租300-600元/月,"贝古设计事务所,中国建筑与室内设计师网",-,116.32499600443543,39.99786952701159
德顺园,46795,海淀 四季青,燕桥金路,多层,1.00元/平米/月,动迁配套房,0.00,108户,31%,2006年,1200一年,青远房地产开发有限公司,青远物业,116.26297393778782,39.96000679677372
云景里(南区),44048,通州 梨园,通州区梨园镇云景南大街315号,多层,0.50元/平米/月,商品房住宅,1.30,暂无数据,38%,1998年,暂无数据,通州区住房和城乡建设委员会,北京云景花园物业管理中心,116.6693782199985,39.88291056916391
住总旗胜家园(北区),45679,昌平 霍营,建材城西路,小高层,1.70元/平米/月,经济适用房,2.17,4685户,35%,2010年,10：3，共1304个 总数：1304个 比例：293:326 地上车位：1172个 地下车位：132个,上海豪景物业管理有限公司,北宇物业管理有限公司,116.36626802227751,40.0745194695316
惠新东街5号院,81282,朝阳 芍药居,惠新东街5号,多层,0.25元/平米/月,商品房住宅,2.00,暂无数据,30%,1986年,暂无数据,暂无数据,暂无数据,116.4328439588774,39.99071305984067
沙河一通小区,43648,昌平 沙河,沙阳路,多层|高层,0.60元/平米/月,商品房住宅,1.50,374户,30%,2001年,暂无数据,北京顺天通房地产开发有限公司,北京百姓人家物业管理中心,116.2626210833835,40.12815209307252
东方夏威夷,27971,北京周边 燕郊,北蔡街301号,多层,1.70元/平米/月,商品房住宅,0.44,3084户,35%,2008年,地下车库,三河兴达房地产开发有限公司,廊坊亿人物业,116.34249697204191,39.85243705591868
远大园六区,94150,海淀 世纪城,板井路,高层,1.25元/平米/月,商品房住宅,3.10,暂无数据,35%,2000年,暂无数据,北京金源鸿大房地产开发有限公司,北京世纪颐和物业管理有限责任公司,116.292871521432,39.957392036389784
杏花西里,19895,房山 燕山,迎风街,多层,0.60元/平米/月,商品房住宅,1.50,暂无数据,35%,2000年,车位充足,房山城建集团有限公司,燕化迎风物业,115.96440081170606,39.72660050908354
